Numero,Cliente,Saldo,DiaAniversario
196257,66695,2992,4
196258,52387,35232,27
196259,28872,65114,28
196260,9197,30799,18
196261,45216,51934,12
196262,46718,7012,4
196263,98429,15022,15
196264,27084,72397,7
196265,9957,21678,8
196266,66162,84465,24
196267,49589,57365,17
196268,23804,9906,14
196269,31382,51822,7
196270,77297,35776,16
196271,6295,81399,12
196272,79403,88458,17
196273,15377,90905,21
196274,1641,88869,15
196275,37864,12350,7
196276,49167,90041,5
196277,67384,82399,23
196278,94863,71552,22
196279,2517,42389,9
196280,96993,24525,8
196281,74796,54625,18
196282,39583,39754,6
196283,45256,78320,30
196284,71401,87858,16
196285,58280,70258,8
196286,83300,31100,30
196287,47122,2578,30
196288,25853,1020,26
196289,18331,92285,27
196290,1532,64003,2
196291,85182,5829,31
196292,59292,11220,24
196293,46056,88985,19
196294,31896,31971,17
196295,73829,95201,9
196296,1561,55181,28
196297,74070,98633,4
196298,52800,84173,21
196299,49136,86565,23
196300,24868,41277,10
196301,88,82994,27
196302,46640,28438,19
196303,16144,19825,20
196304,48897,5208,9
196305,92962,50158,6
196306,45225,67460,21
196307,10780,24351,25
196308,37379,19431,25
196309,1431,17003,14
196310,69715,10521,11
196311,88040,55381,22
196312,92328,79723,30
196313,72586,52377,21
196314,397,18535,5
196315,81968,14049,14
196316,98982,42317,28
196317,36378,96386,15
196318,68975,73840,9
196319,52605,69790,31
196320,86551,5679,16
196321,12377,17190,31
196322,6079,50415,30
196323,31075,31509,10
196324,44087,35398,25
196325,45877,18359,8
196326,49327,46735,2
196327,33743,35411,22
196328,37408,9202,2
196329,56383,5411,28
196330,30777,54808,2
196331,81087,32073,24
196332,1478,50801,14
196333,42866,54241,28
196334,92128,44889,30
196335,71607,25544,13
196336,56389,93018,7
196337,10208,16502,8
196338,25438,79403,3
196339,33208,58140,5
196340,52487,83997,3
196341,12184,91969,29
196342,7909,21656,17
196343,41534,49305,11
196344,69843,68811,23
196345,23350,53457,17
196346,13082,96287,6
196347,56609,70577,14
196348,62803,76869,7
196349,34266,21716,6
196350,60199,17437,8
196351,9336,48227,11
196352,57281,73335,21
196353,85102,71344,27
196354,28888,55077,8
196355,77478,55957,3
196356,29955,85212,22
196357,55415,54319,25
196358,88658,8926,27
196359,92296,19886,8
196360,17209,75539,25
196361,12370,90235,3
196362,69659,95464,12
196363,68963,89047,1
196364,29881,24831,31
196365,81518,22296,28
196366,69956,32181,28
196367,48366,84098,14
196368,23091,79965,23
196369,55335,74454,21
196370,54925,79547,3
196371,27281,93195,5
196372,60271,97740,7
196373,30480,40792,5
196374,59062,51671,2
196375,55161,64335,11
196376,62413,2355,7
196377,27961,66850,2
196378,4101,21762,14
196379,65683,641,7
196380,98841,53194,24
196381,20213,93577,15
196382,79741,54240,23
196383,8504,28867,31
196384,34652,33838,18
196385,23749,54382,8
196386,11932,2116,4
196387,98146,25385,1
196388,55527,88295,11
196389,86171,18231,12
196390,55580,66432,11
196391,101703,74337,29
196392,90640,4559,13
196393,74655,47676,14
196394,91052,143,23
196395,17418,60579,1
196396,38704,87038,8
196397,79529,41650,27
196398,8268,58813,18
196399,22351,90225,7
196400,100777,90580,31
196401,91828,44548,12
196402,73456,76996,3
196403,82938,32731,7
196404,51308,111,1
196405,63796,4103,31
196406,44990,48315,12
196407,22525,53288,17
196408,21183,66786,29
196409,49222,36001,22
196410,71659,50961,8
196411,76708,88973,24
196412,72077,8311,25
196413,88818,2222,5
196414,54785,83460,2
196415,56792,9439,24
196416,43358,43693,18
196417,63469,58933,24
196418,95142,7422,6
196419,48327,81314,12
196420,23258,15021,1
196421,79055,24926,31
196422,9591,50685,29
196423,6368,83633,10
196424,65485,41077,3
196425,80612,74,11
196426,43103,5524,23
196427,68318,82229,16
196428,77463,41254,25
196429,57704,67492,1
196430,84264,29643,7
196431,60398,56695,28
196432,21404,8818,28
196433,61382,2119,22
196434,11884,31653,9
196435,94766,46891,27
196436,87744,83695,12
196437,70999,34428,27
196438,50032,14891,18
196439,100731,20335,3
196440,71314,4064,10
196441,69207,95692,31
196442,79817,19644,5
196443,4597,8943,31
196444,26870,70287,19
196445,78721,69377,23
196446,89797,30781,28
196447,46148,77332,5
196448,43173,74010,30
196449,3604,12391,2
196450,83718,89879,29
196451,10589,29203,31
196452,60098,31613,13
196453,74644,89459,9
196454,1350,42350,15
196455,43678,61139,25
196456,44670,53282,17
196457,66056,88970,9
196458,94184,46819,6
196459,96495,8613,13
196460,17118,77254,21
196461,71604,97022,23
196462,43883,40168,20
196463,69321,25962,18
196464,45521,54638,22
196465,5438,83677,9
196466,37419,79523,4
196467,90994,10747,10
196468,48487,45002,24
196469,3803,68394,9
196470,40607,56732,8
196471,86265,67067,3
196472,6807,53588,22
196473,74620,42586,17
196474,64833,78074,29
196475,23306,15542,3
196476,30213,30519,15
196477,88799,70639,27
196478,16201,66041,11
196479,16659,2206,31
196480,95701,77182,6
196481,93807,79612,10
196482,19009,70808,18
196483,8205,18290,8
196484,73491,26301,3
196485,85645,14684,22
196486,80628,51770,10
196487,38808,90773,25
196488,61634,92473,8
196489,16545,77273,20
196490,43612,32335,30
196491,17534,73801,29
196492,40416,34334,1
196493,56883,24780,30
196494,93863,31455,22
196495,72786,41440,18
196496,67514,10398,12
196497,49910,16557,16
196498,92168,95855,22
196499,14332,29954,3
196500,11414,9140,31
196501,27130,9896,10
196502,94346,56602,2
196503,34490,61852,28
196504,38530,77449,6
196505,57855,20051,1
196506,60417,49897,22
196507,44802,94002,4
196508,54545,23597,29
196509,69734,50954,4
196510,100384,71624,3
196511,90817,91955,27
196512,40093,2537,25
196513,34791,83387,4
196514,8027,98051,7
196515,32443,27727,29
196516,65725,34127,31
196517,17847,36199,8
196518,3473,27296,25
196519,80717,20871,19
196520,60822,68099,2
196521,92537,46977,18
196522,68638,12882,20
196523,43087,1637,28
196524,8342,80994,20
196525,23945,71243,14
196526,86197,38159,17
196527,91347,91170,22
196528,6489,26361,1
196529,45593,32602,14
196530,3785,30129,26
196531,2666,16404,28
196532,56456,75412,15
196533,19552,17,7
196534,48026,50952,5
196535,58360,19138,6
196536,54399,39556,19
196537,37856,23828,28
196538,49881,91375,23
196539,28072,15368,26
196540,14999,31676,7
196541,65694,63806,2
196542,62590,87393,1
196543,96307,76971,2
196544,97426,50832,31
196545,9256,79947,20
196546,10810,7026,28
196547,32365,81188,7
196548,15231,71980,4
196549,310,20674,17
196550,13597,91648,3
196551,25813,33006,24
196552,18505,85927,5
196553,6663,17381,8
196554,11663,55146,6
196555,53006,93537,13
196556,100061,97027,18
196557,79098,88005,18
196558,4304,54402,21
196559,281,9203,13
196560,4129,32193,27
196561,17200,84146,8
196562,34707,70011,23
196563,52062,45973,4
196564,21115,73600,25
196565,3115,75963,3
196566,49066,99129,4
196567,25028,90324,17
196568,39039,6324,31
196569,21615,67114,16
196570,22616,13317,3
196571,86623,1415,13
196572,26857,41439,29
196573,64829,60607,19
196574,16875,55876,8
196575,6660,47306,4
196576,37812,88271,5
196577,4887,43508,2
196578,53471,54928,28
196579,72601,40129,9
196580,77644,70180,30
196581,40824,37051,26
196582,25316,28866,21
196583,61497,78603,13
196584,31176,95036,27
196585,11391,95205,12
196586,74947,94299,3
196587,63840,83566,6
196588,20841,14899,2
196589,42047,41380,5
196590,85145,39047,17
196591,21783,88840,1
196592,86178,93929,15
196593,48983,62552,1
196594,2002,27824,2
196595,17500,66532,6
196596,85254,33385,13
196597,66568,90191,8
196598,81324,48511,10
196599,50757,4607,14
196600,40045,26815,14
196601,13881,16372,3
196602,16914,77077,10
196603,48497,97007,7
196604,71180,5113,12
196605,100494,12192,6
196606,99410,2876,28
196607,89696,58858,22
196608,56760,34601,6
196609,7909,14299,25
196610,88276,41553,20
196611,72402,78713,9
196612,26935,57097,8
196613,80745,77928,13
196614,83831,8842,30
196615,84608,71281,9
196616,48721,75232,29
196617,100266,1528,10
196618,21708,59197,7
196619,45695,17870,24
196620,96818,69473,30
196621,30582,96658,1
196622,87632,39840,9
196623,27394,84151,1
196624,30847,41918,26
196625,68584,64423,22
196626,86303,54950,22
196627,2966,53874,30
196628,72763,91260,27
196629,40003,27825,5
196630,82242,2480,7
196631,26157,56571,25
196632,80570,60437,13
196633,70787,32344,23
196634,95183,70620,10
196635,75298,41415,15
196636,78676,33440,27
196637,88128,68768,26
196638,28319,33890,9
196639,3452,42037,27
196640,99318,18901,6
196641,10666,58807,26
196642,41531,7296,18
196643,4225,7433,28
196644,60740,96078,31
196645,17332,4298,16
196646,98999,29361,21
196647,43886,79788,3
196648,44619,96153,13
196649,67284,58690,28
196650,75143,13260,6
196651,84672,42700,16
196652,45750,89959,1
196653,40535,35678,28
196654,75292,28448,6
196655,23198,26314,8
196656,48992,11692,21
196657,16717,49371,17
196658,42451,12114,31
196659,24920,49093,8
196660,86756,13647,5
196661,88180,49117,14
196662,28889,99698,7
196663,14295,53238,22
196664,8671,67133,19
196665,98678,69095,7
196666,1250,45238,19
196667,25266,87641,25
196668,70462,34448,9
196669,63191,4061,15
196670,41912,55209,2
196671,27545,26721,25
196672,38054,49890,18
196673,75156,44263,22
196674,65710,85230,17
196675,5396,45471,13
196676,92685,27036,23
196677,64877,28176,23
196678,58415,70627,7
196679,54091,97424,23
196680,70080,79535,20
196681,3856,25916,22
196682,17984,99137,9
196683,36388,79083,23
196684,77521,46021,24
196685,100226,49336,24
196686,81534,77593,6
196687,76070,14982,2
196688,49623,9457,11
196689,70425,14895,29
196690,87826,30362,10
196691,38877,52944,16
196692,50336,6694,15
196693,24692,22462,10
196694,12676,33675,30
196695,47227,34447,3
196696,67435,81584,25
196697,17592,34039,2
196698,88424,91174,22
196699,82234,46363,19
196700,79642,94146,21
196701,88374,36906,15
196702,54312,23882,15
196703,3093,78619,21
196704,94437,38806,6
196705,74265,19365,19
196706,85924,24596,21
196707,17677,45709,11
196708,17411,66526,27
196709,46556,54931,21
196710,49715,94336,28
196711,31463,55869,2
196712,96212,19218,24
196713,81146,40652,25
196714,1477,6942,27
196715,84951,44918,22
196716,59712,44193,19
196717,65123,63613,31
196718,20205,11641,11
196719,48784,67125,9
196720,84306,51367,4
196721,29431,80460,2
196722,87342,58784,6
196723,924,6878,8
196724,28077,84842,26
196725,57213,46743,8
196726,29531,43618,1
196727,47206,37387,20
196728,5725,54220,19
196729,11555,47860,5
196730,66286,12938,11
196731,54166,12404,18
196732,46229,5047,24
196733,101773,49926,12
196734,20631,87221,12
196735,35272,36319,31
196736,69346,87891,30
196737,88935,51017,11
196738,60240,35624,26
196739,4672,95245,7
196740,61620,68967,8
196741,100894,62230,29
196742,203,66617,10
196743,90210,85317,3
196744,44454,83843,3
196745,55948,5010,26
196746,43709,11562,16
196747,57157,6043,4
196748,54992,88604,2
196749,71671,56648,30
196750,39358,72434,10
196751,91245,75716,23
196752,85809,91594,23
196753,83724,56020,21
196754,47932,22738,28
196755,43125,91881,18
196756,6084,75007,2
196757,10047,55399,29
196758,19059,77219,23
196759,34805,4660,4
196760,28939,78708,9
196761,100624,94803,29
196762,76914,36352,6
196763,33860,69800,30
196764,15574,48958,2
196765,78342,18713,18
196766,22584,36327,3
196767,100244,34809,22
196768,60567,71216,22
196769,42732,80094,1
196770,44578,69727,15
196771,87454,53480,3
196772,15695,39231,19
196773,56730,79040,16
196774,59892,7308,7
196775,22543,46530,20
196776,76519,5682,13
196777,57377,53301,5
196778,65231,98969,4
196779,27022,65211,25
196780,33374,28869,27
196781,97702,17713,18
196782,3384,76761,9
196783,92456,43451,7
196784,6541,81014,17
196785,64112,67361,25
196786,60765,41915,7
196787,25166,90141,20
196788,38535,1660,24
196789,79146,71420,30
196790,54743,96034,16
196791,32992,23761,4
196792,46969,68581,23
196793,49011,38204,11
196794,84142,97622,30
196795,8223,39347,18
196796,45261,85081,7
196797,92658,15024,11
196798,92043,18210,27
196799,68531,7566,18
196800,55713,50597,8
196801,101911,69000,1
196802,77092,44929,5
196803,5929,88216,18
196804,37048,65851,5
196805,58860,62237,5
196806,1297,98037,18
196807,83654,6614,6
196808,28724,32912,13
196809,75697,58257,22
196810,28214,9130,24
196811,51800,95100,26
196812,78375,69685,24
196813,4900,47737,29
196814,90055,12771,8
196815,78291,77818,31
196816,5273,89511,8
196817,59307,46042,8
196818,88051,17223,6
196819,91982,10888,17
196820,77112,33248,26
196821,84185,27551,5
196822,76305,95112,10
196823,11258,90111,28
196824,63076,80407,31
196825,12129,29860,13
196826,93398,64101,18
196827,80985,64021,7
196828,55708,79990,8
196829,50651,25923,15
196830,14874,37837,23
196831,48559,15265,19
196832,48649,34936,9
196833,10008,14289,5
196834,74555,21486,26
196835,50343,98974,20
196836,57491,65543,20
196837,42878,55965,29
196838,7152,89819,4
196839,349,88996,2
196840,75306,35683,13
196841,39172,10829,4
196842,60074,2262,15
196843,23302,53201,8
196844,96452,64375,19
196845,91153,47784,25
196846,15021,4562,19
196847,95303,16033,30
196848,72516,49011,5
196849,25372,96641,4
196850,27204,34468,9
196851,93694,49420,4
196852,54692,98105,9
196853,42499,74014,15
196854,49179,41180,6
196855,75711,88327,9
196856,50707,53045,22
196857,70090,74594,8
196858,35258,83552,19
196859,4743,89958,25
196860,14406,30795,1
196861,6778,91519,28
196862,51645,26259,16
196863,52421,55056,12
196864,59999,23880,15
196865,81361,78597,25
196866,82339,1581,9
196867,26361,10941,28
196868,56555,25193,23
196869,25451,82695,13
196870,71253,10464,5
196871,7060,51804,8
196872,66260,38870,16
196873,22389,22039,15
196874,6507,23915,10
196875,64286,36311,20
196876,74262,34989,1
196877,5564,90000,26
196878,83784,38947,6
196879,36643,51166,14
196880,14925,8410,27
196881,77689,63940,27
196882,32007,48084,17
196883,37655,53629,7
196884,88534,97585,7
196885,74791,92278,29
196886,56193,12718,19
196887,57506,47561,15
196888,25035,19336,13
196889,33006,70077,11
196890,100872,71131,18
196891,49052,70063,12
196892,53792,9696,13
196893,48918,52167,18
196894,94772,93144,8
196895,31010,46757,30
196896,71968,59800,26
196897,94942,62297,12
196898,50632,39500,24
196899,64534,59464,29
196900,73412,79075,7
196901,40264,39428,11
196902,89065,19894,28
196903,38699,96846,18
196904,6294,57420,9
196905,61481,59861,19
196906,99048,9752,6
196907,22538,41771,28
196908,39343,40346,3
196909,24165,2239,20
196910,84718,29743,6
196911,19617,51443,28
196912,3341,72067,23
196913,76391,89259,18
196914,12364,45148,31
196915,100648,42681,21
196916,82789,85049,4
196917,11384,86560,30
196918,79026,88039,20
196919,15148,75691,13
196920,6291,25776,4
196921,32592,71787,9
196922,18277,89524,25
196923,82075,57681,10
196924,75066,50789,1
196925,29419,70137,2
196926,55977,81185,4
196927,11926,89526,18
196928,42713,2860,18
196929,81226,67114,14
196930,97906,4891,27
196931,22857,81891,31
196932,27687,35398,11
196933,7218,62433,17
196934,43407,10256,10
196935,98570,19227,29
196936,84185,59745,30
196937,8814,17956,29
196938,93307,96526,7
196939,93954,55784,7
196940,68005,50961,21
196941,20703,23764,28
196942,77914,2162,24
196943,28404,90958,8
196944,34858,6066,16
196945,41347,75936,8
196946,2169,14597,25
196947,75805,90567,13
196948,23717,27652,29
196949,54870,49336,17
196950,75814,16071,30
196951,27693,36363,18
196952,92824,93175,4
196953,33504,67235,10
196954,86022,52920,8
196955,25259,85342,1
196956,64203,29648,2
196957,2844,41351,5
196958,47784,46332,5
196959,33132,41269,22
196960,56912,22782,4
196961,46602,64571,24
196962,28419,12007,20
196963,45957,55365,16
196964,12035,43334,11
196965,98897,95575,8
196966,33635,40860,25
196967,48540,80034,7
196968,74655,53664,25
196969,54715,16084,30
196970,52919,42344,16
196971,89408,22550,10
196972,87971,96240,26
196973,84718,40393,15
196974,40046,60920,6
196975,31489,40725,25
196976,66226,21438,26
196977,28491,22620,10
196978,32599,67850,15
196979,90204,93947,17
196980,84577,43037,30
196981,62412,97207,31
196982,98991,89351,30
196983,68879,73965,28
196984,58543,83643,9
196985,5090,23540,31
196986,45021,91912,20
196987,64015,92578,25
196988,88928,23366,6
196989,28691,55871,18
196990,31987,67631,2
196991,45265,53753,14
196992,91249,90257,22
196993,54557,13789,13
196994,27523,44976,8
196995,65196,69885,19
196996,10218,82981,2
196997,47772,20221,13
196998,46577,63155,4
196999,24794,42906,18
197000,72420,36403,25
197001,25880,50883,29
197002,99228,39843,14
197003,69848,45997,26
197004,31828,5127,18
197005,70882,52639,22
197006,52679,25337,14
197007,60825,84406,19
197008,96627,1793,16
197009,74325,66563,27
197010,24080,75524,1
197011,98945,32103,14
197012,90633,65607,14
197013,72835,14349,23
197014,19772,65500,22
197015,92177,53366,10
197016,9720,67663,6
197017,71132,36640,27
197018,72428,71821,7
197019,7948,23565,15
197020,64077,172,10
197021,21443,38952,4
197022,93519,14553,27
197023,2423,36838,2
197024,31628,84523,1
197025,39623,14172,6
197026,5169,20238,29
197027,88480,50566,23
197028,27905,58614,24
197029,89404,32051,16
197030,37079,33488,13
197031,36258,82197,21
197032,21050,65933,30
197033,17499,16153,6
197034,83327,42905,13
197035,76251,31386,12
197036,99545,10774,22
197037,17159,14169,11
197038,87275,37513,9
197039,35641,18633,18
197040,5394,993,21
197041,40708,76278,22
197042,41874,3192,10
197043,72883,81418,3
197044,35221,93372,8
197045,35557,81337,24
197046,1762,56987,26
197047,91386,63582,12
197048,79422,59999,12
197049,45300,8227,31
197050,16507,8369,27
197051,57473,67531,30
197052,72800,16401,3
197053,57997,58062,22
197054,63112,65710,8
197055,22657,90074,31
197056,14059,77601,26
197057,23816,47096,2
197058,16040,84629,4
197059,83103,88777,11
197060,85600,29941,22
197061,26251,19909,25
197062,32876,59741,10
197063,22711,87072,23
197064,41756,28657,5
197065,77076,40142,9
197066,58473,72765,5
197067,4504,66174,1
197068,78173,64638,15
197069,5547,63349,28
197070,38886,11368,6
197071,14102,92853,20
197072,89924,87250,15
197073,17370,12789,8
197074,63653,31956,26
197075,93480,94767,26
197076,66061,33881,14
197077,5603,77380,19
197078,88080,86922,1
